track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,artist_image_url,album_image_url,artist_image_url_valid,album_image_url_valid
Bones,Imagine Dragons,1,2021,3,11,4198,44,838079900,98,108,327,17,153,114,F,Minor,77,65,72,2,0,7,5,https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38,https://i.scdn.co/image/ab67616d0000b273813713582dcc508e7d5073c4,True,True
Set Fire to the Rain,Adele,1,2011,1,1,14739,43,1163620694,88,112,"2,163",5,519,108,D,Minor,61,47,68,0,0,13,3,https://i.scdn.co/image/ab67616d0000b27308779bde4ae1e4010f9dcf61,https://i.scdn.co/image/ab67616d0000b2733434e8f068a2b1f154cd979f,True,True
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32,1093605526,69,113,695,0,458,144,E,Minor,74,37,53,7,0,21,10,,,False,False
Tak Segampang Itu,Anggi Marito,1,2022,12,2,213,6,179659294,7,6,0,0,48,130,F,Major,51,18,44,76,0,11,3,https://i.scdn.co/image/ab6761610000e5eb9d673f84b11eed39b6007241,https://i.scdn.co/image/ab67616d0000b2732844c4e4e984ea408ab7fd6f,True,True
LAGUNAS,"Jasiel NuÃ¯Â¿Â½Ã¯Â¿Â½ez, Peso P",2,2023,6,22,58,18,39058561,2,106,4,2,184,116,B,Major,77,79,62,33,1,15,3,,,False,False
Mine (Taylor's Version),Taylor Swift,1,2023,7,7,99,15,36912123,21,52,6,1,0,121,G,Major,65,49,78,0,0,17,4,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
Everybody Wants To Rule The World,Tears For Fears,1,1985,2,17,41751,25,1205951614,101,32,"2,655",0,666,112,G,Major,64,54,81,36,0,11,6,https://i.scdn.co/image/ab6761610000e5eb1e63dea1bded4ae1d53b5c9a,https://i.scdn.co/image/ab67616d0000b273d3112f1961d496334b19544c,True,True
No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33,https://i.scdn.co/image/ab6761610000e5eb4b053c29fd4b317ff825f0dc,,True,False
Tattoo,Loreen,1,2023,2,25,2988,59,201660859,74,102,145,18,925,150,D#,Minor,55,30,78,24,0,12,8,https://i.scdn.co/image/ab6761610000e5eb2e3c19ea6324a9f0f39d36f4,https://i.scdn.co/image/ab67616d0000b2732b0ba87db609976eee193bd6,True,True
Rara Vez,"Taiu, Milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,F,Minor,84,96,71,18,0,34,17,,,False,False
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, BeÃ¯Â¿Â½Ã¯",3,2023,5,12,1094,34,90839753,40,58,47,8,203,127,B,Minor,82,89,85,4,0,23,6,,,False,False
august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
LUNA,"Junior H, Peso Pluma",2,2023,6,22,201,11,55842345,19,117,8,1,74,128,A,Minor,75,79,63,33,0,15,4,,,False,False
Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",2,2023,3,10,5120,48,211050784,161,115,246,9,638,143,A,Major,64,31,87,4,4,8,4,,https://i.scdn.co/image/ab67616d0000b273c58e22815048f8dfb1aa8bd0,False,True
Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,https://i.scdn.co/image/ab6761610000e5ebe053b8338322b9c8609ee7ae,https://i.scdn.co/image/ab67616d0000b2730ca159590dfc7c67590bfe22,True,True
Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,A#,Major,49,78,64,19,0,11,4,,https://i.scdn.co/image/ab67616d0000b2735c7336d25ca101fbb0855647,False,True
Por las Noches,Peso Pluma,1,2021,6,11,457,24,330346424,8,116,4,3,2,92,,Major,81,39,60,31,0,7,3,https://i.scdn.co/image/ab6761610000e5ebe5283f5b671cf618b82a2696,https://i.scdn.co/image/ab67616d0000b2730e93243fe79d967a7ae6333a,True,True
Feliz CumpleaÃ¯Â¿Â½Ã¯Â¿Â½os Fe,Feid,1,2022,8,19,3430,38,601863821,45,69,52,4,3,95,F,Major,87,57,55,10,0,29,7,https://i.scdn.co/image/ab6761610000e5ebe82c62cc8cf019aecfd71ee8,,True,False
Can't Hold Us (feat. Ray Dalton),"Ray Dalton, Ryan Lewis, Macklemore",3,2011,8,16,6074,52,1953533826,201,44,"6,551",2,0,146,D,Major,63,88,93,3,0,10,8,,,False,False
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34,2322580122,437,115,"1,212",12,,95,,Major,55,56,82,12,0,34,5,https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb,https://i.scdn.co/image/ab67616d0000b2733e2ad02048b8955129e5a4a7,True,True
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30,2355719893,221,96,"1,078",2,136,115,E,Minor,35,12,30,93,0,10,3,,,False,False
"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Rauw Alejandro, Bizarrap",2,2023,6,21,871,32,66902503,25,59,32,5,88,128,B,Major,78,59,65,10,0,26,5,,,False,False
Queencard,(G)I-DLE,1,2023,5,15,451,33,96273746,10,126,7,0,148,130,E,Minor,82,69,83,3,0,27,5,https://i.scdn.co/image/ab6761610000e5eb7fd16327c86d500f83be1d6a,,True,False
OMG,NewJeans,1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,A,Minor,80,74,77,36,0,11,4,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9,https://i.scdn.co/image/ab67616d0000b273d70036292d54f29e8b68ec01,True,True
Radio,Lana Del Rey,1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,D,Major,42,20,86,21,0,9,9,https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261,https://i.scdn.co/image/ab67616d0000b2739056fede606565ae9a68af11,True,True
"Shakira: Bzrp Music Sessions, Vol. 53","Shakira, Bizarrap",2,2023,1,11,5724,44,721975598,119,108,254,29,22,122,D,Minor,78,50,63,27,0,9,5,,,False,False
505,Arctic Monkeys,1,2007,4,20,13985,25,1217120710,30,80,588,1,1,140,,Major,52,20,85,0,0,7,5,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f,https://i.scdn.co/image/ab67616d0000b273c73ce2b7e277fe723d80d6c3,True,True
"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Swae Lee, A Boogie Wit da Hoodie, Metro Boomin, NAV",4,2023,6,2,1051,16,109276132,31,37,31,0,189,140,,Major,63,22,54,46,0,12,8,,,False,False
Trance (with Travis Scott & Young Thug),"Travis Scott, Young Thug, Metro Boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,C#,Minor,75,48,53,18,0,18,34,,,False,False
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya, Varun Jain",5,2023,5,22,182,8,54225632,3,88,1,0,52,110,G,Minor,76,96,72,32,0,9,4,,,False,False
Perfect,Ed Sheeran,1,2017,1,1,16596,13,2559529074,7,0,"2,094",0,0,95,G#,Major,60,17,45,16,0,11,2,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,https://i.scdn.co/image/ab67616d0000b273af6b2fca3b6e24612a5fe5d8,True,True
Romantic Homicide,d4vd,1,2022,7,20,2335,23,681583126,82,55,50,0,9,132,F#,Major,56,20,55,45,1,32,3,https://i.scdn.co/image/ab6761610000e5ebad447187a35f422307e88ad3,https://i.scdn.co/image/ab67616d0000b273bd1a52b3d5903ee01c216da0,True,True
Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38,https://i.scdn.co/image/ab67616d0000b2735e1db60a6f9214c247061d86,True,True
Novo BalanÃ¯Â¿Â½,"Veigh, Bvga Beatz, Supernova Ent, Prod Malax",4,2023,5,19,283,7,81102253,6,9,26,1,66,124,D#,Minor,84,65,50,67,0,13,6,,,False,False
"Gol Bolinha, Gol Quadrado 2","Mc Pedrinho, DJ 900",2,2023,6,1,293,8,11956641,5,2,30,2,66,133,B,Minor,93,68,65,42,0,12,25,,https://i.scdn.co/image/ab67616d0000b27319d60821e80a801506061776,False,True
Without Me,Eminem,1,2002,1,1,21081,43,1687664027,98,76,"3,889",5,0,112,G,Major,92,67,66,0,0,36,9,https://i.scdn.co/image/ab6761610000e5eba00b11c129b27a88fc72f36b,,True,False
QUEMA,"Sog, Ryan Castro, Peso Pluma",3,2023,7,13,437,31,11599388,17,29,26,3,208,97,,Major,79,92,89,5,0,6,5,,,False,False
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32,611700552,13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11,,,False,False
Ojitos Lindos,"Bomba EstÃ¯Â¿Â½Ã¯Â¿Â½reo, Bad B",2,2022,5,6,6135,38,1133865788,71,113,99,13,28,80,D#,Minor,65,27,69,8,0,53,4,,,False,False
Somewhere Only We Know,Keane,1,2004,1,1,20015,16,1089402494,107,69,"5,239",0,558,172,A,Major,45,33,59,6,0,8,3,https://i.scdn.co/image/ab6761610000e5eb92f6dba2793814a1c5aa8d35,https://i.scdn.co/image/ab67616d0000b273f806a7942ff458ea7653edd7,True,True
Those Eyes,New West,1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3,https://i.scdn.co/image/ab6761610000e5eb32a5faa77c82348cf5d13590,https://i.scdn.co/image/ab67616d0000b2731bb5dc21200bfc56d8f7ef41,True,True
El Gordo Trae El Mando,Chino Pacas,1,2023,1,27,539,21,255932395,7,71,4,2,13,140,G,Minor,74,96,80,18,0,5,5,https://i.scdn.co/image/ab6761610000e5eb52f3df55b54da325acb93e84,https://i.scdn.co/image/ab67616d0000b2733184fbe88584858b3e57af43,True,True
Mi Bello Angel,Natanael Cano,1,2023,6,30,86,8,31873544,7,76,3,1,93,128,A,Minor,81,90,77,1,0,9,5,https://i.scdn.co/image/ab6761610000e5eb7e2078873c8ccd9f968de1cf,,True,False
Bye,Peso Pluma,1,2023,5,26,324,14,95053634,13,110,8,2,60,122,,Major,78,70,81,57,0,10,5,https://i.scdn.co/image/ab6761610000e5ebe5283f5b671cf618b82a2696,https://i.scdn.co/image/ab67616d0000b27310c8a001a18fd9f1b3552a9d,True,True
Danza Kuduro,"Don Omar, Lucenzo",2,2010,1,1,17138,37,1279434863,119,81,974,1,503,130,,Major,47,86,92,8,0,5,24,,,False,False
Nosso Quadro,"Ana Castela, AgroPlay",2,2023,2,2,894,9,233801632,14,88,66,3,72,160,A,Major,69,61,71,33,0,31,20,,,False,False
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9,1481349984,0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,https://i.scdn.co/image/ab67616d0000b273374ea1730985555f1b1f6328,True,True
Un Finde | CROSSOVER #2,"Big One, FMK, Ke personajes",3,2023,4,4,561,14,142095275,4,14,12,5,56,192,B,Major,50,85,52,11,0,28,6,,https://i.scdn.co/image/ab67616d0000b273fc9ce77ab8fcd9eadda3acd3,False,True
Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",2,2022,6,17,5871,27,618885532,81,121,58,1,34,163,,Major,54,40,67,0,0,9,17,,,False,False
Counting Stars,OneRepublic,1,2013,1,1,29215,43,2011464183,179,97,"3,394",11,153,122,C#,Minor,66,48,71,6,0,12,4,https://i.scdn.co/image/ab6761610000e5eb57138b98e7ddd5a86ee97a9b,https://i.scdn.co/image/ab67616d0000b273abe84d30b6cbe9452dea68e5,True,True
Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36,,True,False
Under The Influence,Chris Brown,1,2019,10,4,3859,26,929964809,133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4,https://i.scdn.co/image/ab6761610000e5eba48397e590a1c70e2cda7728,https://i.scdn.co/image/ab67616d0000b273c82a3a298812733df1cb8d26,True,True
PRC,"Natanael Cano, Peso Pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,G,Minor,78,89,83,10,0,12,5,,,False,False
Gasolina,Daddy Yankee,1,2004,7,13,6457,18,657723613,98,95,453,0,454,96,,Major,86,74,80,33,0,8,6,https://i.scdn.co/image/ab6761610000e5ebaa534de724c7a565c07bb3f5,https://i.scdn.co/image/ab67616d0000b273891ea1251dcc98c736f83d8a,True,True
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24,2713922350,433,107,"3,631",0,26,104,C#,Major,77,36,63,1,0,36,5,,,False,False
Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,https://i.scdn.co/image/ab67616d0000b273c6af5ffa661a365b77df6ef6,True,True
Sure Thing,Miguel,1,2010,5,25,13801,19,950906471,137,125,435,6,285,81,B,Minor,68,51,60,3,0,19,10,https://i.scdn.co/image/ab6761610000e5eb4669166b571594eade778990,https://i.scdn.co/image/ab67616d0000b273f2a39a7b2f9b4eb6256d3787,True,True
Every Breath You Take - Remastered 2003,The Police,1,1983,1,6,22439,19,1593270737,211,74,929,0,129,117,C#,Major,82,73,45,54,0,7,3,https://i.scdn.co/image/1f73a61faca2942cd5ea29c2143184db8645f0b3,,True,False
The Night We Met,Lord Huron,1,2015,2,2,18515,35,1410088830,70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4,https://i.scdn.co/image/ab6761610000e5eb1d4e4e7e3c5d8fa494fc5f10,https://i.scdn.co/image/ab67616d0000b2739c636fd22a1df32ffc1a3cf6,True,True
We Found Love,"Rihanna, Calvin Harris",2,2011,1,1,36843,21,1235005533,321,91,"4,607",1,58,128,C#,Major,73,60,77,3,0,11,4,,https://i.scdn.co/image/ab67616d0000b2733d2a1bbb6368ee88ea102984,False,True
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11,1661187319,0,0,806,0,0,145,,Major,60,43,27,94,0,14,4,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,,True,False
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19,1374581173,0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3,https://i.scdn.co/image/ab6761610000e5eb10164a7f6d166aabbb00c4dd,https://i.scdn.co/image/ab67616d0000b2731b6da489c1cb4c5a301a17fc,True,True
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)","A$AP Rocky, Metro Boomin, Roisee",3,2023,6,2,727,16,94186466,17,60,28,1,44,90,A,Minor,60,13,53,4,0,21,4,,,False,False
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26,1788326445,133,92,"2,733",1,26,85,F,Major,55,42,53,17,0,22,3,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f,https://i.scdn.co/image/ab67616d0000b2737ba54b0fa3fe1c986a318446,True,True
Demons,Imagine Dragons,1,2012,1,1,26694,13,1840364617,65,82,"3,425",4,13,180,D#,Major,33,38,71,20,0,28,5,https://i.scdn.co/image/ab6761610000e5ebab47d8dae2b24f5afe7f9d38,https://i.scdn.co/image/ab67616d0000b27392124763bc17f230cb5a3d5e,True,True
Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½Ã½,YOASOBI,1,2023,4,12,356,16,143573775,35,102,8,1,117,166,C#,Major,57,84,94,11,0,37,9,https://i.scdn.co/image/ab6761610000e5eb83e2d0c9611f1fb6baafcb36,,True,False
Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,https://i.scdn.co/image/ab67616d0000b273b152de74d9768ef0ce44cfed,True,True
Shake It Off,Taylor Swift,1,2014,1,1,21335,13,1113838873,328,70,"1,378",9,20,160,G,Major,65,95,80,5,0,41,16,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,https://i.scdn.co/image/ab67616d0000b273ed89a6effc847ca4a33a1f69,True,True
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29,1267333350,54,70,"1,089",2,1,92,D,Major,70,81,63,4,0,8,4,https://i.scdn.co/image/ab6761610000e5eb7da39dea0a72f581535fb11f,,True,False
SNAP,Rosa Linn,1,2022,3,19,3202,18,726307468,148,80,226,24,0,170,,Major,56,53,64,11,0,45,6,https://i.scdn.co/image/ab6761610000e5eb3fe3d058cefbaa21f481f3e6,https://i.scdn.co/image/ab67616d0000b273927f72f3739f256fb01d1470,True,True
Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,https://i.scdn.co/image/ab67616d0000b273c1c4353f16efbdfde1e819f2,True,True
Night Changes,One Direction,1,2014,11,17,7124,18,1131090940,60,20,2,0,,120,G#,Major,67,40,52,86,0,12,4,https://i.scdn.co/image/5bb443424a1ad71603c43d67f5af1a04da6bb3c8,,True,False
Fin de Semana,"Oscar Maydon, Junior H",2,2023,1,13,592,14,307370144,11,84,6,1,30,98,,Major,70,37,54,6,0,9,8,,https://i.scdn.co/image/ab67616d0000b2739b7e1ea3815a172019bc5e56,False,True
Creep,Radiohead,1,1992,9,21,36724,7,1271293243,146,72,"6,807",5,80,92,G,Major,53,12,34,1,0,12,4,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,https://i.scdn.co/image/ab67616d0000b2733340ec817b195f40615cc647,True,True
Car's Outside,James Arthur,1,2019,10,18,794,10,265882712,38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3,https://i.scdn.co/image/ab6761610000e5eb2a0c6d0343c82be9dd6fce0b,https://i.scdn.co/image/ab67616d0000b273ae16d1d79379a11e28576ebb,True,True
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17,841749534,61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3,https://i.scdn.co/image/ab6761610000e5eb0e871e0389b9722cc12a4118,https://i.scdn.co/image/ab67616d0000b273a7e0d084fefd0d156a2efa05,True,True
Cheques,Shubh,1,2023,5,19,67,8,47956378,7,10,0,0,57,90,E,Minor,74,36,63,26,0,27,5,https://i.scdn.co/image/ab6761610000e5eb8f553f96d564d1005a92d131,https://i.scdn.co/image/ab67616d0000b2730428a62bdb82ac0388de0faa,True,True
Pink + White,Frank Ocean,1,2016,8,20,21574,30,806397070,112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11,https://i.scdn.co/image/ab6761610000e5ebee3123e593174208f9754fab,,True,False
Circles,Post Malone,1,2019,8,30,19664,16,2132335812,391,73,633,3,37,120,,Major,70,59,75,24,0,9,4,https://i.scdn.co/image/ab6761610000e5ebe17c0aa1714a03d62b5ce4e0,https://i.scdn.co/image/ab67616d0000b2739575220e3f2f47072a0a8898,True,True
Just The Way You Are,Bruno Mars,1,2010,1,1,21106,13,1641426668,82,0,"2,946",0,0,109,F,Major,63,46,85,1,0,9,5,https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd,https://i.scdn.co/image/ab67616d0000b27372251863ae2a411a35dc6c47,True,True
Take Me To Church,Hozier,1,2013,9,13,23804,31,2135158446,187,99,"4,623",1,0,129,E,Minor,57,41,66,63,0,12,5,https://i.scdn.co/image/ab6761610000e5ebad85a585103dfc2f3439119a,https://i.scdn.co/image/ab67616d0000b273afbbb944950de88267c198a1,True,True
Bebe Dame,"Fuerza Regida, Grupo Frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,G,Major,54,75,60,30,0,7,5,,https://i.scdn.co/image/ab67616d0000b273694132a6005c1270c75adce0,False,True
You Belong With Me (TaylorÃ¯Â¿Â½Ã¯Â¿Â½Ã¯Â¿Â½s Ve,Taylor Swift,1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,F#,Major,63,49,73,5,0,9,3,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
Titi Me PreguntÃ¯Â¿,Bad Bunny,1,2022,5,6,9037,42,1264310836,124,133,139,14,166,107,F,Minor,65,19,72,10,0,13,25,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,,True,False
Better Than Revenge (Taylor's Version),Taylor Swift,1,2023,7,7,86,11,30343206,3,33,3,0,1,146,B,Minor,50,67,89,0,0,19,8,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10,https://i.scdn.co/image/ab6761610000e5eb939033cc36c08ab68b33f760,https://i.scdn.co/image/ab67616d0000b273350ab7a839c04bfd5225a9f5,True,True
Have You Ever Seen The Rain?,Creedence Clearwater Revival,1,1968,7,1,15890,14,1145727611,71,37,653,0,167,116,,Major,74,76,70,7,0,13,3,https://i.scdn.co/image/ab6761610000e5ebd2e2b04b7ba5d60b72f54506,,True,False
Es un Secreto,Plan B,1,2010,7,20,492,36,540654286,4,3,19,0,0,95,F#,Minor,84,52,77,12,0,7,4,https://i.scdn.co/image/eb21793908d1eabe0fba02659bdff4e4a4b3724a,,True,False
POLARIS - Remix,"Feid, Mora, Saiko, Quevedo",4,2023,6,8,773,33,57312735,20,46,21,8,99,170,G#,Minor,62,55,80,15,0,37,7,,,False,False
Ditto,NewJeans,1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,F#,Minor,81,18,64,3,0,10,11,https://i.scdn.co/image/ab6761610000e5eb80668ba2b15094d083780ea9,https://i.scdn.co/image/ab67616d0000b273edf5b257be1d6593e81bb45f,True,True
Take On Me,a-ha,1,1984,10,19,44927,17,1479115056,34,0,"5,108",6,0,84,F#,Minor,57,86,90,2,0,9,5,https://i.scdn.co/image/ab6761610000e5ebae81417d966e209b735b1160,https://i.scdn.co/image/ab67616d0000b273abdc9483f6046d64623515bc,True,True
"Annihilate (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, Lil Wayne, Offset)","Swae Lee, Lil Wayne, Offset, Metro Boomin",4,2023,6,2,551,4,86773632,13,46,20,1,10,146,B,Minor,61,20,48,21,0,12,6,,,False,False
"Angel Pt 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Muni Long, JVKE, Jimin",5,2023,5,1,577,14,133753727,22,18,15,1,0,74,A#,Minor,53,24,67,11,0,10,28,,,False,False
AcrÃ¯Â¿Â½Ã¯Â¿Â½s,Shakira,1,2023,5,11,955,29,123124076,37,50,79,11,31,144,B,Major,75,35,48,84,0,10,12,https://i.scdn.co/image/ab6761610000e5eb2528c726e5ddb90a7197e527,,True,False
AMG,"Natanael Cano, Gabito Ballesteros, Peso Pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,B,Minor,77,79,73,15,0,27,10,,https://i.scdn.co/image/ab67616d0000b273fbf10e7799f39fbcd301e55a,False,True
"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Arijit Singh, Sachin-Jigar, Amitabha Bhattacharya",3,2023,5,15,178,6,64533040,6,71,1,0,31,100,E,Major,56,53,55,53,0,12,4,,,False,False
S-Class,Stray Kids,1,2023,6,2,290,19,65496046,9,101,5,0,73,105,F,Minor,89,67,78,9,0,7,33,https://i.scdn.co/image/ab6761610000e5eb75237a1ba0379041476012b3,,True,False
Hits Different,Taylor Swift,1,2023,5,26,547,0,68616963,15,15,6,0,0,106,F,Major,67,24,78,15,0,30,4,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,,True,False
Chanel,"Becky G, Peso Pluma",2,2023,3,30,681,10,161460990,15,92,21,2,26,132,D,Major,85,53,68,40,0,9,4,,https://i.scdn.co/image/ab67616d0000b273c3bb167f0e78b15e5588c296,False,True
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray),"Metro Boomin, Coi Leray",2,2023,6,2,332,5,70106975,18,41,5,0,19,120,A,Major,78,5,30,21,0,13,5,,,False,False
Area Codes,"Kaliii, Kaliii",2,2023,3,17,1197,13,113509496,44,34,25,1,171,155,C#,Major,82,51,39,2,0,9,49,https://i.scdn.co/image/ab6761610000e5ebc6f833a8dfefc0911c2600c6,https://i.scdn.co/image/ab67616d0000b2733eecc265c134153c14794aab,True,True
Abcdario,"Junior H, Eden MuÃ¯Â¿Â½Ã¯",2,2023,5,13,262,5,89933133,8,60,4,1,109,129,G#,Major,70,42,43,78,0,11,3,,,False,False
Obsessed,"Abhijay Sharma, Riar Saab",2,2022,9,29,161,6,71007139,10,79,2,0,42,135,F,Minor,80,85,74,62,0,8,9,,,False,False
PiÃ¯Â¿Â½Ã¯Â¿Â½man DeÃ¯Â¿,"Semicenk, DoÃ¯Â¿Â½Ã¯Â¿Â½u ",2,2023,6,2,185,3,43522589,5,6,4,1,33,98,A#,Minor,73,45,62,28,0,13,13,,,False,False
FLOWER,JISOO,1,2023,3,31,839,18,232896922,20,110,20,0,69,124,A,Minor,84,64,39,3,0,11,4,https://i.scdn.co/image/ab6761610000e5ebcb6017286dd64ca6b77c879f,https://i.scdn.co/image/ab67616d0000b273dea9558220e2093e57b2ab26,True,True
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future, Lil Uzi Vert)","Future, Lil Uzi Vert, Metro Boomin",3,2023,6,2,259,0,37126685,5,17,5,0,0,135,A,Minor,77,28,55,18,0,22,15,,,False,False
Eyes Closed,Ed Sheeran,1,2023,3,23,2915,30,195576623,116,69,107,3,675,107,D,Major,78,39,53,30,0,11,6,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,https://i.scdn.co/image/ab67616d0000b2735d8aeaadd021444c5c05e737,True,True
Escapism.,"RAYE, 070 Shake",2,2022,10,12,5129,25,532336353,116,84,114,18,348,96,D,Major,54,25,74,14,0,9,11,,https://i.scdn.co/image/ab67616d0000b273e38f6d02f1e76fe09009e64e,False,True
La Jumpa,"Arcangel, Bad Bunny",2,2022,11,30,3794,34,538115192,47,77,53,10,8,123,G#,Major,71,58,70,30,0,32,19,,https://i.scdn.co/image/ab67616d0000b2731e0950bcdb5495e2038e0d14,False,True
Karma (feat. Ice Spice),"Taylor Swift, Ice Spice",2,2023,5,26,588,0,46142772,23,21,31,0,0,90,G#,Major,62,7,62,6,0,58,6,,,False,False
